1.00000000 0.97824398 0.89716215 0.76571160 0.59739298 0.40913501 0.21810017 0.04044174 -0.10957851 -0.22159228 -0.29083443 -0.31834513 -0.30794671 -0.26669030 -0.20454719 -0.13192888 -0.05892533 0.00642752 0.05808617 
1.00000000 0.97463891 0.89050962 0.75626698 0.58532388 0.39368668 0.19832001 0.01660676 -0.13682233 -0.25102948 -0.32051871 -0.34533441 -0.32854014 -0.27772699 -0.20380701 -0.11758261 -0.02991455 0.04929012 0.11255947 
1.00000000 0.96326381 0.86702467 0.72152648 0.54226777 0.34762337 0.15605285 -0.01524426 -0.15306965 -0.24812117 -0.29766173 -0.30366598 -0.27224277 -0.21356372 -0.13958137 -0.06213498 0.00841697 0.06459319 0.10231904 
1.00000000 0.96330671 0.86450697 0.71255818 0.52287929 0.31430611 0.10705792 -0.07929461 -0.22938122 -0.33239959 -0.38379223 -0.38406370 -0.34052975 -0.26458945 -0.16831641 -0.06484403 0.03361780 0.11646954 0.17629541 
1.00000000 0.97253889 0.88352865 0.74337046 0.56640621 0.37096266 0.17591383 -0.00203135 -0.14785485 -0.25200686 -0.30999165 -0.32306638 -0.29702744 -0.24097195 -0.16656800 -0.08496509 -0.00677996 0.06026807 0.11077578 
1.00000000 0.96536315 0.86860921 0.72071584 0.53793369 0.33837332 0.14088779 -0.03597309 -0.17869834 -0.27692674 -0.32747890 -0.33243405 -0.29719709 -0.23198140 -0.14864187 -0.05903949 0.02633573 0.09751140 0.14846339 
1.00000000 0.95621591 0.85442738 0.70524916 0.52470341 0.33027387 0.13983900 -0.02996664 -0.16561957 -0.25907739 -0.30764563 -0.31370975 -0.28439173 -0.22813193 -0.15574072 -0.07809109 -0.00496830 0.05585266 0.09940255 
1.00000000 0.95136565 0.84295331 0.68683269 0.49944463 0.29907258 0.10521889 -0.06377385 -0.19431653 -0.27841773 -0.31426986 -0.30449482 -0.25651965 -0.18183404 -0.09326425 -0.00321672 0.07698988 0.13881988 0.17765925 
1.00000000 0.95797087 0.85656277 0.70686883 0.52467982 0.32774542 0.13404000 -0.03937214 -0.17880134 -0.27489550 -0.32475283 -0.33074306 -0.29888320 -0.23866832 -0.16121059 -0.07882645 -0.00272980 0.05824371 0.09955012 
1.00000000 0.97849753 0.89411761 0.75535564 0.57736134 0.37927942 0.18127691 0.00243933 -0.14187116 -0.24125640 -0.29206176 -0.29478779 -0.25571575 -0.18600913 -0.09926766 -0.01000980 0.07084109 0.13364734 0.17149889 
1.00000000 0.95398301 0.84870375 0.69543672 0.51038123 0.31173636 0.11842428 -0.05244574 -0.18833340 -0.28124531 -0.32858622 -0.33350692 -0.30270832 -0.24462868 -0.16962178 -0.08850310 -0.01006318 0.05781015 0.10931200 
1.00000000 0.97527736 0.89021375 0.75439980 0.58182602 0.38992203 0.19718630 0.02038203 -0.12613717 -0.23168327 -0.29188698 -0.30750683 -0.28323844 -0.22902645 -0.15604858 -0.07605617 -0.00020208 0.06303440 0.10684500 
1.00000000 0.96335978 0.86822577 0.72426712 0.54693854 0.35333331 0.16082435 -0.01401227 -0.15703676 -0.25878965 -0.31536202 -0.32781293 -0.30085748 -0.24370578 -0.16752051 -0.08279601 -0.00060669 0.06961385 0.12247136 
1.00000000 0.97349116 0.88743063 0.75131298 0.57863070 0.38695328 0.19472050 0.01842409 -0.12752079 -0.23272713 -0.29221239 -0.30612843 -0.28022656 -0.22456181 -0.14971501 -0.06705936 0.01250489 0.07976367 0.12834762 
1.00000000 0.95457484 0.85387316 0.70796517 0.53218380 0.34339376 0.15906991 -0.00446627 -0.13520986 -0.22402372 -0.26865174 -0.27179240 -0.23918637 -0.18063795 -0.10751933 -0.03225115 0.03551420 0.08916880 0.12366238 
1.00000000 0.97455201 0.88640275 0.74601659 0.56813448 0.37180701 0.17552092 -0.00389214 -0.15088569 -0.25635659 -0.31629322 -0.33168304 -0.30897352 -0.25681524 -0.18580399 -0.10807186 -0.03351663 0.02994800 0.07646561 
1.00000000 0.96823337 0.87517660 0.73021022 0.54817911 0.34717433 0.14679735 -0.03434106 -0.18143621 -0.28496834 -0.34046847 -0.34930136 -0.31739019 -0.25475932 -0.17401294 -0.08749468 -0.00682532 0.05949326 0.10601367 
1.00000000 0.96489729 0.86694239 0.71645600 0.53001126 0.32620026 0.12496444 -0.05412558 -0.19608179 -0.29244653 -0.34015664 -0.34037864 -0.30045177 -0.23127593 -0.14537635 -0.05536611 0.02818319 0.09817809 0.14952604 
